learning evaluation instances,evaluation time (cpu seconds),average chunk train time,average chunk train speed,average chunk test time,average chunk test speed,model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
67000.0,5.035296,0.001092,915750.9157509157,0.045858,21806.445985433293,3.5300826011225574E-7,66000.0,88.5090909090909,74.38028923426272,75.0518109148327,67.91063721756791,87.33753562999289,83.01912140074336,91.31649453845978,88.41817542769601,88.16759404575069,88.66875680964134,86.28299187321362,78.43875608208167,94.12722766434557,0.0,489872.0,10.0,36499.8,29544.77552536902,27444.0,21202.20910922046,28.2,22.572352804063453,14.6,11.286176402031726,14.6,11.286176402031726,4.0,2.70801280154532,0.0,0.0,0.0,0.0,1.0,0.0
68000.0,5.092463,0.001257,795544.9482895783,0.041689,23987.142891410207,3.584687708794242E-7,67000.0,88.50597014925373,74.36215241190509,75.02108336036328,67.87100004172056,87.32784137284906,82.9996247157774,91.31802347211418,88.40796614402566,88.13821557503869,88.67771671301263,86.2737908984728,78.42720066750104,94.12038112944458,0.0,491488.0,10.0,37092.6,30078.821147112798,27603.200000000008,21768.929932360024,28.4,23.171821968359186,14.7,11.585910984179593,14.7,11.585910984179593,3.9000000000000004,3.034981237357344,0.0,0.0,0.0,0.0,1.0,0.0
69000.0,5.152471,0.001249,800640.512409928,0.043183,23157.26095917375,3.6414010971577625E-7,68000.0,88.52794117647059,74.4038772900218,75.06552451575786,67.91164493439184,87.34827451495146,83.0224814468215,91.33713118121953,88.42837397478121,88.15455007625826,88.70219787330414,86.29424219264197,78.45508390918066,94.13340047610328,0.0,493392.0,10.0,37483.5,30830.383582325623,27791.199999999997,22178.940465625896,28.6,23.62296434498525,14.799999999999999,11.811482172492624,14.799999999999999,11.811482172492624,3.9000000000000004,3.034981237357344,0.0,0.0,0.0,0.0,1.0,0.0
70000.0,5.216836,0.001651,605693.5190793459,0.046048,21716.46977067408,3.7035856173891153E-7,69000.0,88.5231884057971,74.40093279473881,75.06140958619388,67.92758494998178,87.34873297238835,83.0250155409316,91.33104905362947,88.43479581683174,88.19162985564006,88.67796177802343,86.2890222545827,78.43026081321885,94.14778369594656,0.0,503936.0,10.0,38085.7,31348.418826154535,28760.0,22897.96342229782,29.6,24.368467785690225,15.3,12.184233892845112,15.3,12.184233892845112,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
71000.0,5.296175,0.001922,520291.36316337145,0.058336,17142.073505211192,3.7824586476095843E-7,70000.0,88.53571428571428,74.43063471030955,75.07686574117209,67.97046497705048,87.36430685791218,83.04565525109332,91.33995920877983,88.45301726441606,88.22552408313507,88.68051044569705,86.30207104331224,78.44029374201787,94.16384834460662,0.0,505960.0,10.0,38691.90000000001,31856.427205859458,28960.0,23096.72646357776,29.8,24.570985599550813,15.4,12.285492799775406,15.4,12.285492799775406,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
72000.0,5.358452,0.001368,730994.1520467836,0.045449,22002.68432748795,3.8443760095371134E-7,71000.0,88.53943661971832,74.44397926432642,75.09793120332967,67.98221452742584,87.36885447004312,83.05885782099061,91.34076131490173,88.44868191597277,88.19862044570216,88.69874338624338,86.31507520298506,78.48514656698799,94.14500383898212,0.0,511224.0,10.0,39594.1,31990.234136373554,29552.0,22847.032970509663,30.599999999999998,24.473114500065847,15.799999999999999,12.236557250032924,15.799999999999999,12.236557250032924,4.2,2.8982753492378874,0.0,0.0,0.0,0.0,1.0,0.0
73000.0,5.425478,0.001388,720461.0951008647,0.049195,20327.26903140563,3.9125187844865847E-7,72000.0,88.51388888888889,74.39775449284947,75.0490270025645,67.94325141483837,87.34672969036995,83.03520144416181,91.31776760592952,88.42803280640162,88.19120658852238,88.66485902428084,86.29155159061041,78.44877708438311,94.13432609683773,0.0,520736.0,10.0,40102.20000000001,32613.461442920918,30418.4,23621.430586087146,31.400000000000002,25.171412356083636,16.2,12.585706178041818,16.2,12.585706178041818,4.2,2.8982753492378874,0.0,0.0,0.0,0.0,1.0,0.0
74000.0,5.486399,0.001315,760456.2737642586,0.043068,23219.095384043838,3.9724167140614653E-7,73000.0,88.51232876712328,74.38478923261394,75.02754533813763,67.92257965803465,87.34162174589746,83.0194792046329,91.32009853644401,88.42974629337479,88.20239222097926,88.65710036577032,86.27995035285065,78.41187270501835,94.14802800068294,0.0,521672.0,10.0,40608.99999999999,33246.64723279961,30655.200000000004,24708.093918120572,32.0,26.704140336492973,16.5,13.352070168246486,16.5,13.352070168246486,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
75000.0,5.552546,0.001265,790513.8339920948,0.046628,21446.341254182036,4.0377405129166113E-7,74000.0,88.52972972972974,74.41186080940373,75.05656939669106,67.94077655234932,87.35497227462045,83.02943058221368,91.33736120182886,88.44471964157236,88.21105399549684,88.67838528764788,86.29175210693506,78.42278203723987,94.16072217663026,0.0,527232.0,10.0,41100.9,33876.60020476278,30987.2,25121.934589340668,32.0,26.704140336492973,16.5,13.352070168246486,16.5,13.352070168246486,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
76000.0,5.613605,0.001324,755287.0090634441,0.043378,23053.16058831666,4.0991606381411356E-7,75000.0,88.536,74.42667989212421,75.07464849978258,67.96572280178839,87.36343861108435,83.0394129482779,91.34191287535496,88.45714770403762,88.24047289649101,88.67382251158425,86.29644505437034,78.41734659662457,94.1755435121161,0.0,531112.0,10.0,41719.8,34382.77400676101,31370.399999999998,25465.79909167937,32.4,27.13013904211411,16.7,13.565069521057055,16.7,13.565069521057055,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
77000.0,5.6772,0.001168,856164.3835616439,0.045597,21931.267407943506,4.163366913298766E-7,76000.0,88.5592105263158,74.47614632917623,75.1223140968785,68.02250744731712,87.38781282100757,83.0708124841806,91.36020826916007,88.48095734332857,88.26596052794903,88.69595415870812,86.32134933532086,78.45322153574581,94.18947713489591,0.0,530712.0,10.0,42313.4,34892.80798292584,31404.0,25502.330699587266,32.4,27.13013904211411,16.7,13.565069521057055,16.7,13.565069521057055,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
78000.0,5.73497,0.001189,841042.8931875526,0.041053,24358.755754756046,4.2210704382922914E-7,77000.0,88.5987012987013,74.56573531747762,75.22925425354815,68.13661440185831,87.43278153368533,83.131256845301,91.38950734133017,88.52699157266434,88.3299305839118,88.72405256141688,86.36529052073747,78.51050702282873,94.22007401864623,0.0,528032.0,10.0,42912.700000000004,35417.7527897773,31283.200000000008,25395.637406627327,32.800000000000004,27.543097542255886,16.900000000000002,13.771548771127943,16.900000000000002,13.771548771127943,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
79000.0,5.795142,0.00145,689655.1724137932,0.040747,24541.684050359538,4.2802652401642666E-7,78000.0,88.60384615384615,74.57565887187624,75.24024400434529,68.14435206422019,87.43722039990831,83.1369870809857,91.39388306369631,88.529807250258,88.32634633989036,88.73326816062566,86.37127300808987,78.52356208564774,94.21898393053199,0.0,542256.0,10.0,43493.00000000001,35912.40190302571,32543.2,26032.969851495793,33.8,27.907784656694705,17.4,13.953892328347353,17.4,13.953892328347353,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
80000.0,5.869881,0.00133,751879.6992481203,0.054587,18319.38007217836,4.359318925792144E-7,79000.0,88.60379746835443,74.57926072183889,75.23995489673001,68.16027726694016,87.4403542153763,83.14139655075557,91.39267856630688,88.53733429570576,88.35469235055321,88.7199762408583,86.3702246845271,78.50903561198147,94.23141375707273,0.0,546488.0,10.0,44093.2,36415.52772223532,33032.0,26874.886286064335,34.599999999999994,28.91827565168204,17.799999999999997,14.45913782584102,17.799999999999997,14.45913782584102,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
81000.0,5.934426,0.001185,843881.8565400844,0.045542,21957.753282684116,4.4260676631290047E-7,80000.0,88.60875,74.5858976579983,75.23977720418422,68.15863032844166,87.44280281244319,83.14311610957992,91.39787991202483,88.53734968369022,88.34119496855347,88.73350439882698,86.37498822957572,78.52276300618428,94.22721345296716,0.0,552176.0,10.0,44696.4,36906.46729895573,33595.2,27330.138401893735,34.80000000000001,29.127306775601486,17.900000000000006,14.563653387800743,17.900000000000006,14.563653387800743,4.0,3.1269438398822866,0.0,0.0,0.0,0.0,1.0,0.0
82000.0,6.003173,0.001745,573065.9025787966,0.047564,21024.304095534437,4.497218075063493E-7,81000.0,88.6283950617284,74.63165431770615,75.27845621192195,68.21930096953386,87.46595364434546,83.17471915243401,91.41205538203347,88.56152545863604,88.37778036566904,88.74527055160304,86.39715667860068,78.55023461219983,94.24407874500153,0.0,557768.0,10.0,45310.1,37411.44616721228,34001.600000000006,27736.384909036402,35.4,29.766498693068428,18.2,14.883249346534214,18.2,14.883249346534214,4.1,3.212821536005731,0.0,0.0,0.0,0.0,1.0,0.0
83000.0,6.070699,0.001566,638569.6040868455,0.04825,20725.38860103627,4.570158894194496E-7,82000.0,88.62560975609756,74.63480892538409,75.29140616721415,68.23337079799734,87.46725287921767,83.18338351693922,91.4066170983167,88.56008118502578,88.37975556492088,88.74040680513068,86.40106673622968,78.56413050882092,94.23800296363844,0.0,565984.0,10.0,46216.100000000006,37543.568975702525,34959.200000000004,27727.113264015705,36.199999999999996,29.517603034272426,18.599999999999998,14.758801517136213,18.599999999999998,14.758801517136213,4.3999999999999995,3.0258148581093907,0.0,0.0,0.0,0.0,1.0,0.0
84000.0,6.137805,0.001245,803212.8514056224,0.046251,21621.154137207843,4.640658215019437E-7,83000.0,88.62771084337349,74.62872012495258,75.29122274286014,68.20386714276091,87.46253136157524,83.17258838001177,91.41183000172873,88.55091542319727,88.33977126410664,88.76205958228788,86.40057722237344,78.57648128810591,94.22467315664097,0.0,573760.0,10.0,46719.5,38175.15222482929,35653.600000000006,28426.641663528717,37.0,30.331501776206203,19.0,15.165750888103101,19.0,15.165750888103101,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
85000.0,6.213552,0.001285,778210.1167315176,0.052059,19208.97443285503,4.7201867136690345E-7,84000.0,88.63809523809523,74.65741843002601,75.33212716464203,68.24699737166051,87.47699740756877,83.19540796563018,91.41772925921263,88.56503476543551,88.36400359066428,88.76606594020676,86.41536907873085,78.59804378202142,94.23269437544029,0.0,576288.0,10.0,47624.200000000004,38294.913459158575,35904.0,28530.51824119413,37.2,30.367380159931113,19.1,15.183690079965558,19.1,15.183690079965558,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
86000.0,6.279853,0.001427,700770.8479327259,0.044065,22693.747872461136,4.789313896331522E-7,85000.0,88.64235294117647,74.66438039728139,75.32839253769487,68.24655461632076,87.47932296425954,83.19874695440306,91.42171672294296,88.56346970091965,88.34639266706091,88.78054673477841,86.42139832235924,78.61794500723589,94.2248516374826,0.0,587376.0,10.0,48510.5,38436.88669393272,36998.4,28626.648358944618,38.39999999999999,30.478407657443867,19.699999999999996,15.239203828721934,19.699999999999996,15.239203828721934,4.8,2.936362072739365,0.0,0.0,0.0,0.0,1.0,0.0
87000.0,6.344018,0.001254,797448.1658692185,0.041975,23823.704586063133,4.855370055904818E-7,86000.0,88.66744186046512,74.71824993567625,75.3758306172465,68.30466031415655,87.50504183700552,83.23355353702175,91.44126738794436,88.5853171551461,88.35926656439477,88.81136774589744,86.45079645366589,78.669918699187,94.2316742081448,0.0,590664.0,10.0,48900.3,39197.34414203199,37396.0,29356.833313935993,38.8,31.261620061808834,19.9,15.630810030904417,19.9,15.630810030904417,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
88000.0,6.412416,0.001277,783085.3563038372,0.04709,21235.931195582925,4.92989997247027E-7,87000.0,88.6632183908046,74.71451298687656,75.36282566882323,68.30655526992288,87.50307831595529,83.2350291512978,91.43606352403857,88.58193147968511,88.35799350415013,88.8058694552201,86.45018798878816,78.67356447414929,94.22681150342704,0.0,595640.0,10.0,49791.700000000004,39345.918619484684,37960.0,29388.994463158408,39.4,31.280807037045715,20.2,15.640403518522858,20.2,15.640403518522858,4.7,3.1287200080686173,0.0,0.0,0.0,0.0,1.0,0.0
89000.0,6.475176,0.001298,770416.0246533129,0.043431,23025.028205659553,4.999726575199101E-7,88000.0,88.64318181818182,74.66833162771128,75.30943498777083,68.23974322305907,87.47854637620787,83.20392591845653,91.42131195385329,88.5517884642966,88.29992152386387,88.80365540472934,86.43100801335181,78.66403965933647,94.19797636736715,0.0,603440.0,10.0,50183.5,40129.72801704769,38512.0,29819.88717468782,40.0,31.766509268585228,20.5,15.883254634292614,20.5,15.883254634292614,4.7,3.1287200080686173,0.0,0.0,0.0,0.0,1.0,0.0
90000.0,6.536965,0.001257,795544.9482895783,0.041855,23892.00812328276,5.067052964121103E-7,89000.0,88.66067415730338,74.70384174936451,75.34447376136032,68.28409805153993,87.49716174120816,83.22473404255318,91.43584521384929,88.57460944195813,88.33762659232859,88.81159229158767,86.44561179640158,78.67131768329091,94.21990590951224,0.0,603656.0,10.0,50765.1,40680.39124265591,38678.399999999994,30822.13779881092,40.2,32.85253245777088,20.6,16.42626622888544,20.6,16.42626622888544,4.5,3.3747427885527643,0.0,0.0,0.0,0.0,1.0,0.0
91000.0,6.598646,0.001411,708717.2218284905,0.042002,23808.390076663018,5.134833240819474E-7,90000.0,88.67666666666668,74.74109157579397,75.37513591881118,68.33519761372112,87.51632424435567,83.25033282382525,91.44741811223848,88.59582847331458,88.37322911577918,88.81842783084998,86.46280998042334,78.68883020040391,94.23678976044279,0.0,603512.0,10.0,50669.8,42009.846004108236,38518.4,31434.595814873213,40.2,33.628030635831834,20.6,16.814015317915917,20.6,16.814015317915917,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
92000.0,6.664676,0.001189,841042.8931875526,0.045571,21943.780035548923,5.208814644296136E-7,91000.0,88.67582417582418,74.73907972265681,75.37810909612215,68.33031131872524,87.51488983870125,83.24907752076594,91.4467841402379,88.59275795365302,88.36398771524208,88.82152819206398,86.46293432688755,78.6939151813153,94.23195347245981,0.0,611576.0,10.0,51364.299999999996,42386.23391319927,39242.4,31691.138793745555,40.8,33.77638886033325,20.9,16.888194430166624,20.9,16.888194430166624,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
93000.0,6.731087,0.001206,829187.3963515754,0.046061,21710.340635244567,5.283662762451502E-7,92000.0,88.68369565217391,74.76645958056145,75.3993383742911,68.37484811664642,87.52825526585876,83.27415856695318,91.44922179787277,88.60329954688818,88.38153048697312,88.82506860680324,86.47898577407815,78.72482609884268,94.23314544931362,0.0,612104.0,10.0,51895.6,42978.70577700853,39438.399999999994,32381.08941685289,41.400000000000006,34.88138631291926,21.200000000000003,17.44069315645963,21.200000000000003,17.44069315645963,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
94000.0,6.805439,0.002258,442869.7962798937,0.049511,20197.531861606512,5.366806646105315E-7,93000.0,88.65806451612903,74.70565276430227,75.33727699969604,68.29766770858379,87.498419107697,83.23105783599884,91.43121740401956,88.57585074568885,88.34925242161395,88.80244906976377,86.4468840995592,78.67339885192199,94.22036934719641,0.0,620816.0,10.0,52798.7,43127.019512262974,40226.399999999994,31899.738944247034,42.2,34.41188425206876,21.6,17.20594212603438,21.6,17.20594212603438,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
95000.0,6.888637,0.00189,529100.5291005292,0.054535,18336.847895846702,5.457661878855691E-7,94000.0,88.65425531914893,74.69755929604554,75.33647842375467,68.2929004637888,87.49529360377745,83.2255933562969,91.42829586645341,88.57611936325515,88.36083093981698,88.79140778669331,86.44052682546963,78.65445788863454,94.22659576230473,0.0,622416.0,10.0,53403.1,43661.21888523549,40603.200000000004,32318.26974466438,42.4,34.46157280218069,21.7,17.230786401090345,21.7,17.230786401090345,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
96000.0,6.956675,0.001363,733675.7153338224,0.044912,22265.764161026007,5.532110427113042E-7,95000.0,88.64315789473685,74.67770820294396,75.31855512090225,68.27324589778276,87.48516733864108,83.21588027566466,91.41816272798862,88.56418911357065,88.34643588557839,88.7819423415629,86.43212160761337,78.64851354132972,94.215729673897,0.0,621888.0,10.0,53796.4,44424.28680900672,40551.2,33340.612207936436,42.2,35.53026878592392,21.6,17.76513439296196,21.6,17.76513439296196,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
97000.0,7.026228,0.001199,834028.3569641368,0.048215,20740.433475059628,5.612987654531994E-7,96000.0,88.65416666666667,74.70118693747959,75.33458638103218,68.29481283111137,87.4956944130422,83.2312097792284,91.42672732710986,88.57044134632991,88.33948821856924,88.80139447409061,86.44671754042987,78.68141464124582,94.21202043961392,0.0,632672.0,10.0,54292.1,45047.29642017007,41542.40000000001,33829.40623251382,43.6,36.30794219818395,22.3,18.153971099091976,22.3,18.153971099091976,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
98000.0,7.094576,0.001124,889679.7153024911,0.043182,23157.79723032745,5.685921697070199E-7,97000.0,88.6618556701031,74.71585920358233,75.34854529968172,68.30182153562372,87.50146711865395,83.23986589454435,91.43324505374669,88.57075284208358,88.31937392879087,88.8221317553763,86.45769169121766,78.71285701933884,94.20252636309648,0.0,636312.0,10.0,54883.999999999985,45572.82063784167,41903.2,34519.87123962081,43.6,36.74597483625474,22.3,18.37298741812737,22.3,18.37298741812737,4.4,3.438345855527367,0.0,0.0,0.0,0.0,1.0,0.0
99000.0,7.162179,0.00109,917431.1926605505,0.045163,22142.018909284147,5.763042924739418E-7,98000.0,88.67551020408163,74.74676156782049,75.38099780385544,68.33756526204672,87.51629521110819,83.26093514328807,91.44333076329993,88.58332033921312,88.32885304659499,88.83778763183126,86.47466970902973,78.7430103845715,94.20632903348796,0.0,644520.0,10.0,55774.5,45698.799637165284,42494.399999999994,34214.3814440653,44.60000000000001,36.815455691567614,22.800000000000004,18.407727845783807,22.800000000000004,18.407727845783807,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
100000.0,7.231304,0.001183,845308.5376162298,0.047934,20862.0186089206,5.845582984946666E-7,99000.0,88.68686868686869,74.76798874371215,75.38840178434089,68.35353620977087,87.5258901316089,83.27259692932672,91.45325234272458,88.58986131621371,88.32213914586238,88.85758348656503,86.48717240578199,78.76921338155516,94.2051314300088,0.0,649584.0,10.0,56380.79999999999,46212.76583081057,42994.4,34704.12623305765,45.0,37.130400841718185,23.0,18.565200420859096,23.0,18.565200420859096,4.6,3.204163957519444,0.0,0.0,0.0,0.0,1.0,0.0
